0,00000E+0	-4,98790E-1	0,00000E+0	-4,53257E+1	-6,68535E+1
1,00000E-3	-5,23328E-2	1,00000E+3	-4,16092E+1	-7,09838E+1
2,00000E-3	4,89794E-1	2,00000E+3	-4,15054E+1	-7,95060E+1
3,00000E-3	1,55589E-1	3,00000E+3	-4,15024E+1	-8,02538E+1
4,00000E-3	-4,54782E-1	4,00000E+3	-4,12836E+1	-9,87888E+1
5,00000E-3	-2,51325E-1	5,00000E+3	-4,10331E+1	-7,99299E+1
6,00000E-3	4,01778E-1	6,00000E+3	-4,09685E+1	-8,09470E+1
7,00000E-3	3,37999E-1	7,00000E+3	-4,07304E+1	-8,14600E+1
8,00000E-3	-3,27861E-1	8,00000E+3	-4,05937E+1	-7,70719E+1
9,00000E-3	-4,08223E-1	9,00000E+3	-4,02487E+1	-7,80698E+1
1,00000E-2	2,42967E-1	1,00000E+4	-3,98905E+1	-8,10073E+1
1,10000E-2	4,61731E-1	1,10000E+4	-3,93930E+1	-7,78946E+1
1,20000E-2	-1,44813E-1	1,20000E+4	-3,90329E+1	-7,57183E+1
1,30000E-2	-4,91137E-1	1,30000E+4	-3,84574E+1	-7,88143E+1
1,40000E-2	4,01477E-2	1,40000E+4	-3,78213E+1	-7,91129E+1
1,50000E-2	4,98723E-1	1,50000E+4	-3,70819E+1	-7,47769E+1
1,60000E-2	6,75730E-2	1,60000E+4	-3,62543E+1	-7,42573E+1
1,70000E-2	-4,84121E-1	1,70000E+4	-3,52907E+1	-6,62374E+1
1,80000E-2	-1,70963E-1	1,80000E+4	-3,40192E+1	-6,39880E+1
1,90000E-2	4,48975E-1	1,90000E+4	-3,24268E+1	-5,89642E+1
2,00000E-2	2,66566E-1	2,00000E+4	-3,04086E+1	-5,08303E+1
2,10000E-2	-3,92916E-1	2,10000E+4	-2,74976E+1	-4,07958E+1
2,20000E-2	-3,47633E-1	2,20000E+4	-2,28014E+1	-1,98552E+1
2,30000E-2	3,17589E-1	2,30000E+4	-1,02839E+1	-9,54562E+0
2,40000E-2	4,17723E-1	2,40000E+4	-1,79418E+1	-1,18916E+1
2,50000E-2	-2,27089E-1	2,50000E+4	-2,58739E+1	-3,10179E+1
2,60000E-2	-4,66263E-1	2,60000E+4	-3,01112E+1	-4,56919E+1
